location,statedescription,sectorid,sectordescription,fueltypeid,fueltypedescription,generation,generation-units,year,month
TX,Texas,1,Electric Utility,WND,wind,7.502,thousand megawatthours,2023,12
TX,Texas,1,Electric Utility,WNT,onshore wind turbine,7.502,thousand megawatthours,2023,12
TX,Texas,1,Electric Utility,WOO,waste oil and other oils,0.0,thousand megawatthours,2023,12
TX,Texas,1,Electric Utility,WWW,wood and wood wastes,0.0,thousand megawatthours,2023,12
CA,California,1,Electric Utility,ALL,all fuels,5248.99723,thousand megawatthours,2023,11
CA,California,1,Electric Utility,AOR,all renewables,79.80709,thousand megawatthours,2023,11
CA,California,1,Electric Utility,BIO,biomass,3.08009,thousand megawatthours,2023,11
CA,California,1,Electric Utility,DFO,distillate fuel oil,2.22437,thousand megawatthours,2023,11
CA,California,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2023,11
CA,California,1,Electric Utility,FOS,fossil fuels,2546.90014,thousand megawatthours,2023,11
CA,California,1,Electric Utility,GEO,geothermal,35.041,thousand megawatthours,2023,11
CA,California,1,Electric Utility,HPS,hydro-electric pumped storage,31.654,thousand megawatthours,2023,11
CA,California,1,Electric Utility,HYC,conventional hydroelectric,1524.819,thousand megawatthours,2023,11
CA,California,1,Electric Utility,LFG,landfill gas,0.24384,thousand megawatthours,2023,11
CA,California,1,Electric Utility,MLG,municiapl landfill gas,0.24384,thousand megawatthours,2023,11
CA,California,1,Electric Utility,NG,natural gas,2544.53377,thousand megawatthours,2023,11
CA,California,1,Electric Utility,NGO,natural gas & other gases,2544.53377,thousand megawatthours,2023,11
CA,California,1,Electric Utility,NUC,nuclear,1069.182,thousand megawatthours,2023,11
CA,California,1,Electric Utility,OB2,biomass,2.83625,thousand megawatthours,2023,11
CA,California,1,Electric Utility,OBW,biomass,2.83625,thousand megawatthours,2023,11
CA,California,1,Electric Utility,OOG,other gases,0.0,thousand megawatthours,2023,11
CA,California,1,Electric Utility,ORW,other renewables,2.83625,thousand megawatthours,2023,11
CA,California,1,Electric Utility,OTH,other,-3.365,thousand megawatthours,2023,11
CA,California,1,Electric Utility,PEL,petroleum liquids,2.36637,thousand megawatthours,2023,11
CA,California,1,Electric Utility,PET,petroleum,2.36637,thousand megawatthours,2023,11
CA,California,1,Electric Utility,REN,renewable,1604.62609,thousand megawatthours,2023,11
CA,California,1,Electric Utility,RFO,residual fuel oil,0.0,thousand megawatthours,2023,11
CA,California,1,Electric Utility,SPV,solar photovoltaic,23.256,thousand megawatthours,2023,11
CA,California,1,Electric Utility,SUN,solar,23.256,thousand megawatthours,2023,11
CA,California,1,Electric Utility,TPV,estimated total solar photovoltaic,23.256,thousand megawatthours,2023,11
CA,California,1,Electric Utility,TSN,estimated total solar,23.256,thousand megawatthours,2023,11
CA,California,1,Electric Utility,WAS,renewable waste products,3.08009,thousand megawatthours,2023,11
CA,California,1,Electric Utility,WND,wind,18.43,thousand megawatthours,2023,11
CA,California,1,Electric Utility,WNT,onshore wind turbine,18.43,thousand megawatthours,2023,11
CA,California,1,Electric Utility,WOO,waste oil and other oils,0.142,thousand megawatthours,2023,11
CO,Colorado,1,Electric Utility,ALL,all fuels,3140.64468,thousand megawatthours,2023,11
CO,Colorado,1,Electric Utility,AOR,all renewables,329.644,thousand megawatthours,2023,11
CO,Colorado,1,Electric Utility,BIS,bituminous coal and synthetic coal,186.25808,thousand megawatthours,2023,11
CO,Colorado,1,Electric Utility,BIT,bituminous coal,186.25808,thousand megawatthours,2023,11
CO,Colorado,1,Electric Utility,COL,"coal, excluding waste coal",1540.82953,thousand megawatthours,2023,11
CO,Colorado,1,Electric Utility,COW,all coal products,1540.82953,thousand megawatthours,2023,11
CO,Colorado,1,Electric Utility,DFO,distillate fuel oil,3.04333,thousand megawatthours,2023,11
CO,Colorado,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2023,11
CO,Colorado,1,Electric Utility,FOS,fossil fuels,2766.50168,thousand megawatthours,2023,11
CO,Colorado,1,Electric Utility,HPS,hydro-electric pumped storage,10.64,thousand megawatthours,2023,11
CO,Colorado,1,Electric Utility,HYC,conventional hydroelectric,33.875,thousand megawatthours,2023,11
CO,Colorado,1,Electric Utility,NG,natural gas,1222.62882,thousand megawatthours,2023,11
CO,Colorado,1,Electric Utility,NGO,natural gas & other gases,1222.62882,thousand megawatthours,2023,11
CO,Colorado,1,Electric Utility,OTH,other,-0.016,thousand megawatthours,2023,11
CO,Colorado,1,Electric Utility,PEL,petroleum liquids,3.04333,thousand megawatthours,2023,11
CO,Colorado,1,Electric Utility,PET,petroleum,3.04333,thousand megawatthours,2023,11
CO,Colorado,1,Electric Utility,REN,renewable,363.519,thousand megawatthours,2023,11
CO,Colorado,1,Electric Utility,SPV,solar photovoltaic,0.851,thousand megawatthours,2023,11
CO,Colorado,1,Electric Utility,SUB,subbituminous coal,1354.57145,thousand megawatthours,2023,11
CO,Colorado,1,Electric Utility,SUN,solar,0.851,thousand megawatthours,2023,11
CO,Colorado,1,Electric Utility,TPV,estimated total solar photovoltaic,0.851,thousand megawatthours,2023,11
CO,Colorado,1,Electric Utility,TSN,estimated total solar,0.851,thousand megawatthours,2023,11
CO,Colorado,1,Electric Utility,WND,wind,328.793,thousand megawatthours,2023,11
CO,Colorado,1,Electric Utility,WNT,onshore wind turbine,328.793,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,ALL,all fuels,313.77857,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,AOR,all renewables,7.35881,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,BIO,biomass,6.64881,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,BIS,bituminous coal and synthetic coal,80.29496,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,BIT,bituminous coal,80.29496,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,COL,"coal, excluding waste coal",80.29496,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,COW,all coal products,80.29496,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,DFO,distillate fuel oil,0.78639,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,FOS,fossil fuels,300.97177,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,HYC,conventional hydroelectric,5.452,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,LFG,landfill gas,6.64881,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,MLG,municiapl landfill gas,6.64881,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,NG,natural gas,219.88942,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,NGO,natural gas & other gases,219.88942,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,OTH,other,-0.004,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,PC,petroleum coke,0.0,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,PEL,petroleum liquids,0.78739,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,PET,petroleum,0.78739,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,REN,renewable,12.81081,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,SPV,solar photovoltaic,0.124,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,SUB,subbituminous coal,0.0,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,SUN,solar,0.124,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,TPV,estimated total solar photovoltaic,0.124,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,TSN,estimated total solar,0.124,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,WAS,renewable waste products,6.64881,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,WND,wind,0.586,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,WNT,onshore wind turbine,0.586,thousand megawatthours,2023,11
IL,Illinois,1,Electric Utility,WOO,waste oil and other oils,0.001,thousand megawatthours,2023,11
NY,New York,1,Electric Utility,ALL,all fuels,2924.94506,thousand megawatthours,2023,11
NY,New York,1,Electric Utility,AOR,all renewables,30.831,thousand megawatthours,2023,11
NY,New York,1,Electric Utility,BIS,bituminous coal and synthetic coal,0.0,thousand megawatthours,2023,11
NY,New York,1,Electric Utility,BIT,bituminous coal,0.0,thousand megawatthours,2023,11
NY,New York,1,Electric Utility,COL,"coal, excluding waste coal",0.0,thousand megawatthours,2023,11
NY,New York,1,Electric Utility,COW,all coal products,0.0,thousand megawatthours,2023,11
NY,New York,1,Electric Utility,DFO,distillate fuel oil,0.65592,thousand megawatthours,2023,11
NY,New York,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2023,11
NY,New York,1,Electric Utility,FOS,fossil fuels,947.00206,thousand megawatthours,2023,11
NY,New York,1,Electric Utility,HPS,hydro-electric pumped storage,-26.664,thousand megawatthours,2023,11
NY,New York,1,Electric Utility,HYC,conventional hydroelectric,1973.8,thousand megawatthours,2023,11
NY,New York,1,Electric Utility,NG,natural gas,945.67149,thousand megawatthours,2023,11
NY,New York,1,Electric Utility,NGO,natural gas & other gases,945.67149,thousand megawatthours,2023,11
NY,New York,1,Electric Utility,OTH,other,-0.024,thousand megawatthours,2023,11
NY,New York,1,Electric Utility,PEL,petroleum liquids,1.33057,thousand megawatthours,2023,11
NY,New York,1,Electric Utility,PET,petroleum,1.33057,thousand megawatthours,2023,11
NY,New York,1,Electric Utility,REN,renewable,2004.631,thousand megawatthours,2023,11
NY,New York,1,Electric Utility,RFO,residual fuel oil,0.0,thousand megawatthours,2023,11
NY,New York,1,Electric Utility,TPV,estimated total solar photovoltaic,0.0,thousand megawatthours,2023,11
NY,New York,1,Electric Utility,TSN,estimated total solar,0.0,thousand megawatthours,2023,11
NY,New York,1,Electric Utility,WND,wind,30.831,thousand megawatthours,2023,11
NY,New York,1,Electric Utility,WNT,onshore wind turbine,30.831,thousand megawatthours,2023,11
NY,New York,1,Electric Utility,WOO,waste oil and other oils,0.67465,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,ALL,all fuels,5113.30198,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,AOR,all renewables,18.082,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,BIO,biomass,3.437,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,COL,"coal, excluding waste coal",1169.6452,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,COW,all coal products,1169.6452,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,DFO,distillate fuel oil,3.01388,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,FOS,fossil fuels,5072.40998,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,HYC,conventional hydroelectric,22.879,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,LIG,lignite coal,0.0,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,NG,natural gas,3899.7509,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,NGO,natural gas & other gases,3899.7509,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,OB2,biomass,0.0,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,OBW,biomass,0.0,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,ORW,other renewables,0.0,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,OTH,other,-0.069,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,PEL,petroleum liquids,3.01388,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,PET,petroleum,3.01388,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,RC,refined coal,0.0,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,REN,renewable,40.961,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,RFO,residual fuel oil,0.0,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,SPV,solar photovoltaic,0.615,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,SUB,subbituminous coal,1169.6452,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,SUN,solar,0.615,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,TPV,estimated total solar photovoltaic,0.615,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,TSN,estimated total solar,0.615,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,WAS,renewable waste products,0.0,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,WND,wind,14.03,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,WNT,onshore wind turbine,14.03,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,WOO,waste oil and other oils,0.0,thousand megawatthours,2023,11
TX,Texas,1,Electric Utility,WWW,wood and wood wastes,3.437,thousand megawatthours,2023,11
CA,California,1,Electric Utility,ALL,all fuels,5322.44432,thousand megawatthours,2023,10
CA,California,1,Electric Utility,AOR,all renewables,97.41502,thousand megawatthours,2023,10
CA,California,1,Electric Utility,BIO,biomass,4.64102,thousand megawatthours,2023,10
CA,California,1,Electric Utility,DFO,distillate fuel oil,2.49208,thousand megawatthours,2023,10
CA,California,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2023,10
CA,California,1,Electric Utility,FOS,fossil fuels,2624.2563,thousand megawatthours,2023,10
CA,California,1,Electric Utility,GEO,geothermal,35.735,thousand megawatthours,2023,10
CA,California,1,Electric Utility,HPS,hydro-electric pumped storage,28.577,thousand megawatthours,2023,10
CA,California,1,Electric Utility,HYC,conventional hydroelectric,1799.313,thousand megawatthours,2023,10
CA,California,1,Electric Utility,LFG,landfill gas,0.23984,thousand megawatthours,2023,10
CA,California,1,Electric Utility,MLG,municiapl landfill gas,0.23984,thousand megawatthours,2023,10
CA,California,1,Electric Utility,NG,natural gas,2621.60622,thousand megawatthours,2023,10
CA,California,1,Electric Utility,NGO,natural gas & other gases,2621.60622,thousand megawatthours,2023,10
CA,California,1,Electric Utility,NUC,nuclear,775.964,thousand megawatthours,2023,10
CA,California,1,Electric Utility,OB2,biomass,4.40118,thousand megawatthours,2023,10
CA,California,1,Electric Utility,OBW,biomass,4.40118,thousand megawatthours,2023,10
CA,California,1,Electric Utility,OOG,other gases,0.0,thousand megawatthours,2023,10
CA,California,1,Electric Utility,ORW,other renewables,4.40118,thousand megawatthours,2023,10
CA,California,1,Electric Utility,OTH,other,-3.081,thousand megawatthours,2023,10
CA,California,1,Electric Utility,PEL,petroleum liquids,2.65008,thousand megawatthours,2023,10
CA,California,1,Electric Utility,PET,petroleum,2.65008,thousand megawatthours,2023,10
CA,California,1,Electric Utility,REN,renewable,1896.72802,thousand megawatthours,2023,10
CA,California,1,Electric Utility,RFO,residual fuel oil,0.0,thousand megawatthours,2023,10
CA,California,1,Electric Utility,SPV,solar photovoltaic,30.014,thousand megawatthours,2023,10
CA,California,1,Electric Utility,SUN,solar,30.014,thousand megawatthours,2023,10
CA,California,1,Electric Utility,TPV,estimated total solar photovoltaic,30.014,thousand megawatthours,2023,10
CA,California,1,Electric Utility,TSN,estimated total solar,30.014,thousand megawatthours,2023,10
CA,California,1,Electric Utility,WAS,renewable waste products,4.64102,thousand megawatthours,2023,10
CA,California,1,Electric Utility,WND,wind,27.025,thousand megawatthours,2023,10
CA,California,1,Electric Utility,WNT,onshore wind turbine,27.025,thousand megawatthours,2023,10
CA,California,1,Electric Utility,WOO,waste oil and other oils,0.158,thousand megawatthours,2023,10
CO,Colorado,1,Electric Utility,ALL,all fuels,3057.67171,thousand megawatthours,2023,10
CO,Colorado,1,Electric Utility,AOR,all renewables,342.573,thousand megawatthours,2023,10
CO,Colorado,1,Electric Utility,BIS,bituminous coal and synthetic coal,188.80165,thousand megawatthours,2023,10
CO,Colorado,1,Electric Utility,BIT,bituminous coal,188.80165,thousand megawatthours,2023,10
CO,Colorado,1,Electric Utility,COL,"coal, excluding waste coal",1685.07764,thousand megawatthours,2023,10
CO,Colorado,1,Electric Utility,COW,all coal products,1685.07764,thousand megawatthours,2023,10
CO,Colorado,1,Electric Utility,DFO,distillate fuel oil,4.16832,thousand megawatthours,2023,10
CO,Colorado,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2023,10
CO,Colorado,1,Electric Utility,FOS,fossil fuels,2647.50771,thousand megawatthours,2023,10
CO,Colorado,1,Electric Utility,HPS,hydro-electric pumped storage,2.327,thousand megawatthours,2023,10
CO,Colorado,1,Electric Utility,HYC,conventional hydroelectric,65.284,thousand megawatthours,2023,10
CO,Colorado,1,Electric Utility,NG,natural gas,958.26175,thousand megawatthours,2023,10
CO,Colorado,1,Electric Utility,NGO,natural gas & other gases,958.26175,thousand megawatthours,2023,10
CO,Colorado,1,Electric Utility,OTH,other,-0.02,thousand megawatthours,2023,10
CO,Colorado,1,Electric Utility,PEL,petroleum liquids,4.16832,thousand megawatthours,2023,10
CO,Colorado,1,Electric Utility,PET,petroleum,4.16832,thousand megawatthours,2023,10
CO,Colorado,1,Electric Utility,REN,renewable,407.857,thousand megawatthours,2023,10
CO,Colorado,1,Electric Utility,SPV,solar photovoltaic,1.096,thousand megawatthours,2023,10
CO,Colorado,1,Electric Utility,SUB,subbituminous coal,1496.27599,thousand megawatthours,2023,10
CO,Colorado,1,Electric Utility,SUN,solar,1.096,thousand megawatthours,2023,10
CO,Colorado,1,Electric Utility,TPV,estimated total solar photovoltaic,1.096,thousand megawatthours,2023,10
CO,Colorado,1,Electric Utility,TSN,estimated total solar,1.096,thousand megawatthours,2023,10
CO,Colorado,1,Electric Utility,WND,wind,341.477,thousand megawatthours,2023,10
CO,Colorado,1,Electric Utility,WNT,onshore wind turbine,341.477,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,ALL,all fuels,370.86152,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,AOR,all renewables,7.37674,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,BIO,biomass,6.49774,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,BIS,bituminous coal and synthetic coal,64.38581,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,BIT,bituminous coal,64.38581,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,COL,"coal, excluding waste coal",64.38581,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,COW,all coal products,64.38581,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,DFO,distillate fuel oil,0.44423,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,FOS,fossil fuels,357.75578,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,HYC,conventional hydroelectric,5.731,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,LFG,landfill gas,6.49774,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,MLG,municiapl landfill gas,6.49774,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,NG,natural gas,292.92574,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,NGO,natural gas & other gases,292.92574,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,OTH,other,-0.002,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,PC,petroleum coke,0.0,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,PEL,petroleum liquids,0.44423,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,PET,petroleum,0.44423,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,REN,renewable,13.10774,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,SPV,solar photovoltaic,0.156,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,SUB,subbituminous coal,0.0,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,SUN,solar,0.156,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,TPV,estimated total solar photovoltaic,0.156,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,TSN,estimated total solar,0.156,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,WAS,renewable waste products,6.49774,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,WND,wind,0.723,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,WNT,onshore wind turbine,0.723,thousand megawatthours,2023,10
IL,Illinois,1,Electric Utility,WOO,waste oil and other oils,0.0,thousand megawatthours,2023,10
NY,New York,1,Electric Utility,ALL,all fuels,2802.11373,thousand megawatthours,2023,10
NY,New York,1,Electric Utility,AOR,all renewables,23.11,thousand megawatthours,2023,10
NY,New York,1,Electric Utility,BIS,bituminous coal and synthetic coal,0.0,thousand megawatthours,2023,10
NY,New York,1,Electric Utility,BIT,bituminous coal,0.0,thousand megawatthours,2023,10
NY,New York,1,Electric Utility,COL,"coal, excluding waste coal",0.0,thousand megawatthours,2023,10
NY,New York,1,Electric Utility,COW,all coal products,0.0,thousand megawatthours,2023,10
NY,New York,1,Electric Utility,DFO,distillate fuel oil,1.20076,thousand megawatthours,2023,10
NY,New York,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2023,10
NY,New York,1,Electric Utility,FOS,fossil fuels,891.33973,thousand megawatthours,2023,10
NY,New York,1,Electric Utility,HPS,hydro-electric pumped storage,-34.344,thousand megawatthours,2023,10
NY,New York,1,Electric Utility,HYC,conventional hydroelectric,1922.028,thousand megawatthours,2023,10
NY,New York,1,Electric Utility,NG,natural gas,888.8677,thousand megawatthours,2023,10
NY,New York,1,Electric Utility,NGO,natural gas & other gases,888.8677,thousand megawatthours,2023,10
NY,New York,1,Electric Utility,OTH,other,-0.02,thousand megawatthours,2023,10
NY,New York,1,Electric Utility,PEL,petroleum liquids,2.47202,thousand megawatthours,2023,10
NY,New York,1,Electric Utility,PET,petroleum,2.47202,thousand megawatthours,2023,10
NY,New York,1,Electric Utility,REN,renewable,1945.138,thousand megawatthours,2023,10
NY,New York,1,Electric Utility,RFO,residual fuel oil,0.0,thousand megawatthours,2023,10
NY,New York,1,Electric Utility,TPV,estimated total solar photovoltaic,0.0,thousand megawatthours,2023,10
NY,New York,1,Electric Utility,TSN,estimated total solar,0.0,thousand megawatthours,2023,10
NY,New York,1,Electric Utility,WND,wind,23.11,thousand megawatthours,2023,10
NY,New York,1,Electric Utility,WNT,onshore wind turbine,23.11,thousand megawatthours,2023,10
NY,New York,1,Electric Utility,WOO,waste oil and other oils,1.27126,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,ALL,all fuels,6227.77368,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,AOR,all renewables,25.989,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,BIO,biomass,10.589,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,COL,"coal, excluding waste coal",1768.10425,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,COW,all coal products,1768.10425,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,DFO,distillate fuel oil,9.4043,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,FOS,fossil fuels,6175.20168,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,HYC,conventional hydroelectric,26.657,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,LIG,lignite coal,98.65298,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,NG,natural gas,4397.69313,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,NGO,natural gas & other gases,4397.69313,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,OB2,biomass,0.0,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,OBW,biomass,0.0,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,ORW,other renewables,0.0,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,OTH,other,-0.074,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,PEL,petroleum liquids,9.4043,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,PET,petroleum,9.4043,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,RC,refined coal,0.0,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,REN,renewable,52.646,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,RFO,residual fuel oil,0.0,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,SPV,solar photovoltaic,0.84,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,SUB,subbituminous coal,1669.45128,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,SUN,solar,0.84,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,TPV,estimated total solar photovoltaic,0.84,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,TSN,estimated total solar,0.84,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,WAS,renewable waste products,0.0,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,WND,wind,14.56,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,WNT,onshore wind turbine,14.56,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,WOO,waste oil and other oils,0.0,thousand megawatthours,2023,10
TX,Texas,1,Electric Utility,WWW,wood and wood wastes,10.589,thousand megawatthours,2023,10
CA,California,1,Electric Utility,ALL,all fuels,6842.04032,thousand megawatthours,2023,9
CA,California,1,Electric Utility,AOR,all renewables,139.99937,thousand megawatthours,2023,9
CA,California,1,Electric Utility,BIO,biomass,4.30937,thousand megawatthours,2023,9
CA,California,1,Electric Utility,DFO,distillate fuel oil,2.48109,thousand megawatthours,2023,9
CA,California,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2023,9
CA,California,1,Electric Utility,FOS,fossil fuels,2379.02195,thousand megawatthours,2023,9
CA,California,1,Electric Utility,GEO,geothermal,42.425,thousand megawatthours,2023,9
CA,California,1,Electric Utility,HPS,hydro-electric pumped storage,57.713,thousand megawatthours,2023,9
CA,California,1,Electric Utility,HYC,conventional hydroelectric,2718.422,thousand megawatthours,2023,9
CA,California,1,Electric Utility,LFG,landfill gas,0.25444,thousand megawatthours,2023,9
CA,California,1,Electric Utility,MLG,municiapl landfill gas,0.25444,thousand megawatthours,2023,9
CA,California,1,Electric Utility,NG,natural gas,2376.37786,thousand megawatthours,2023,9
CA,California,1,Electric Utility,NGO,natural gas & other gases,2376.37786,thousand megawatthours,2023,9
CA,California,1,Electric Utility,NUC,nuclear,1550.608,thousand megawatthours,2023,9
CA,California,1,Electric Utility,OB2,biomass,4.05493,thousand megawatthours,2023,9
CA,California,1,Electric Utility,OBW,biomass,4.05493,thousand megawatthours,2023,9
CA,California,1,Electric Utility,OOG,other gases,0.0,thousand megawatthours,2023,9
CA,California,1,Electric Utility,ORW,other renewables,4.05493,thousand megawatthours,2023,9
CA,California,1,Electric Utility,OTH,other,-3.724,thousand megawatthours,2023,9
CA,California,1,Electric Utility,PEL,petroleum liquids,2.64409,thousand megawatthours,2023,9
CA,California,1,Electric Utility,PET,petroleum,2.64409,thousand megawatthours,2023,9
CA,California,1,Electric Utility,REN,renewable,2858.42137,thousand megawatthours,2023,9
CA,California,1,Electric Utility,RFO,residual fuel oil,0.0,thousand megawatthours,2023,9
CA,California,1,Electric Utility,SPV,solar photovoltaic,32.216,thousand megawatthours,2023,9
CA,California,1,Electric Utility,SUN,solar,32.216,thousand megawatthours,2023,9
CA,California,1,Electric Utility,TPV,estimated total solar photovoltaic,32.216,thousand megawatthours,2023,9
CA,California,1,Electric Utility,TSN,estimated total solar,32.216,thousand megawatthours,2023,9
