stateid,statedescription,sectorid,sectorname,price,sales,price-units,sales-units,year,month
CA,California,RES,residential,14.22,8190.79068,cents per kilowatt-hour,million kilowatt hours,2012,10
CO,Colorado,COM,commercial,9.7,1598.62853,cents per kilowatt-hour,million kilowatt hours,2012,10
CO,Colorado,IND,industrial,7.32,1295.33091,cents per kilowatt-hour,million kilowatt hours,2012,10
CO,Colorado,RES,residential,11.33,1355.29769,cents per kilowatt-hour,million kilowatt hours,2012,10
IL,Illinois,COM,commercial,7.79,4173.52988,cents per kilowatt-hour,million kilowatt hours,2012,10
IL,Illinois,IND,industrial,5.69,3685.84594,cents per kilowatt-hour,million kilowatt hours,2012,10
IL,Illinois,RES,residential,11.91,3022.48394,cents per kilowatt-hour,million kilowatt hours,2012,10
NY,New York,COM,commercial,15.14,6140.38186,cents per kilowatt-hour,million kilowatt hours,2012,10
NY,New York,IND,industrial,6.09,1201.14986,cents per kilowatt-hour,million kilowatt hours,2012,10
NY,New York,RES,residential,18.44,3599.86639,cents per kilowatt-hour,million kilowatt hours,2012,10
TX,Texas,COM,commercial,8.06,11434.02578,cents per kilowatt-hour,million kilowatt hours,2012,10
TX,Texas,IND,industrial,5.51,8049.57222,cents per kilowatt-hour,million kilowatt hours,2012,10
TX,Texas,RES,residential,11.16,10215.87513,cents per kilowatt-hour,million kilowatt hours,2012,10
CA,California,COM,commercial,15.86,11009.3335,cents per kilowatt-hour,million kilowatt hours,2012,9
CA,California,IND,industrial,11.9,4161.53964,cents per kilowatt-hour,million kilowatt hours,2012,9
CA,California,RES,residential,16.82,8888.88202,cents per kilowatt-hour,million kilowatt hours,2012,9
CO,Colorado,COM,commercial,9.82,1747.52183,cents per kilowatt-hour,million kilowatt hours,2012,9
CO,Colorado,IND,industrial,7.26,1337.03528,cents per kilowatt-hour,million kilowatt hours,2012,9
CO,Colorado,RES,residential,12.11,1546.22579,cents per kilowatt-hour,million kilowatt hours,2012,9
IL,Illinois,COM,commercial,8.04,4302.71856,cents per kilowatt-hour,million kilowatt hours,2012,9
IL,Illinois,IND,industrial,5.71,3770.84814,cents per kilowatt-hour,million kilowatt hours,2012,9
IL,Illinois,RES,residential,11.36,3825.40687,cents per kilowatt-hour,million kilowatt hours,2012,9
NY,New York,COM,commercial,16.22,7248.95053,cents per kilowatt-hour,million kilowatt hours,2012,9
NY,New York,IND,industrial,6.24,1287.82373,cents per kilowatt-hour,million kilowatt hours,2012,9
NY,New York,RES,residential,18.52,4764.35277,cents per kilowatt-hour,million kilowatt hours,2012,9
TX,Texas,COM,commercial,8.14,12571.73675,cents per kilowatt-hour,million kilowatt hours,2012,9
TX,Texas,IND,industrial,5.71,8018.80343,cents per kilowatt-hour,million kilowatt hours,2012,9
TX,Texas,RES,residential,11.11,14009.27496,cents per kilowatt-hour,million kilowatt hours,2012,9
CA,California,COM,commercial,15.52,11910.68906,cents per kilowatt-hour,million kilowatt hours,2012,8
CA,California,IND,industrial,11.72,4479.72089,cents per kilowatt-hour,million kilowatt hours,2012,8
CA,California,RES,residential,16.46,9781.8335,cents per kilowatt-hour,million kilowatt hours,2012,8
CO,Colorado,COM,commercial,9.83,1851.95714,cents per kilowatt-hour,million kilowatt hours,2012,8
CO,Colorado,IND,industrial,7.32,1434.07779,cents per kilowatt-hour,million kilowatt hours,2012,8
CO,Colorado,RES,residential,12.15,1905.38886,cents per kilowatt-hour,million kilowatt hours,2012,8
IL,Illinois,COM,commercial,7.99,4821.31577,cents per kilowatt-hour,million kilowatt hours,2012,8
IL,Illinois,IND,industrial,5.93,4047.84088,cents per kilowatt-hour,million kilowatt hours,2012,8
IL,Illinois,RES,residential,10.78,5149.12373,cents per kilowatt-hour,million kilowatt hours,2012,8
NY,New York,COM,commercial,15.31,7302.88557,cents per kilowatt-hour,million kilowatt hours,2012,8
NY,New York,IND,industrial,7.38,1156.31606,cents per kilowatt-hour,million kilowatt hours,2012,8
NY,New York,RES,residential,18.12,5652.10707,cents per kilowatt-hour,million kilowatt hours,2012,8
TX,Texas,COM,commercial,8.15,13644.55234,cents per kilowatt-hour,million kilowatt hours,2012,8
TX,Texas,IND,industrial,5.9,8643.33762,cents per kilowatt-hour,million kilowatt hours,2012,8
TX,Texas,RES,residential,10.96,16932.27557,cents per kilowatt-hour,million kilowatt hours,2012,8
CA,California,COM,commercial,14.8,10817.4663,cents per kilowatt-hour,million kilowatt hours,2012,7
CA,California,IND,industrial,11.21,4320.57809,cents per kilowatt-hour,million kilowatt hours,2012,7
CA,California,RES,residential,15.22,8137.82118,cents per kilowatt-hour,million kilowatt hours,2012,7
CO,Colorado,COM,commercial,9.8,1942.00309,cents per kilowatt-hour,million kilowatt hours,2012,7
CO,Colorado,IND,industrial,7.31,1424.63352,cents per kilowatt-hour,million kilowatt hours,2012,7
CO,Colorado,RES,residential,12.32,1971.8882,cents per kilowatt-hour,million kilowatt hours,2012,7
IL,Illinois,COM,commercial,7.98,5057.89215,cents per kilowatt-hour,million kilowatt hours,2012,7
IL,Illinois,IND,industrial,5.85,4200.10489,cents per kilowatt-hour,million kilowatt hours,2012,7
IL,Illinois,RES,residential,10.81,6329.7579,cents per kilowatt-hour,million kilowatt hours,2012,7
NY,New York,COM,commercial,16.46,7347.84037,cents per kilowatt-hour,million kilowatt hours,2012,7
NY,New York,IND,industrial,7.27,1156.30158,cents per kilowatt-hour,million kilowatt hours,2012,7
NY,New York,RES,residential,18.38,5485.30637,cents per kilowatt-hour,million kilowatt hours,2012,7
TX,Texas,COM,commercial,8.08,13131.07173,cents per kilowatt-hour,million kilowatt hours,2012,7
TX,Texas,IND,industrial,5.87,8320.95201,cents per kilowatt-hour,million kilowatt hours,2012,7
TX,Texas,RES,residential,10.87,16050.08613,cents per kilowatt-hour,million kilowatt hours,2012,7
CA,California,COM,commercial,15.19,10769.44726,cents per kilowatt-hour,million kilowatt hours,2012,6
CA,California,IND,industrial,11.19,4039.22755,cents per kilowatt-hour,million kilowatt hours,2012,6
CA,California,RES,residential,15.92,7148.50528,cents per kilowatt-hour,million kilowatt hours,2012,6
CO,Colorado,COM,commercial,9.93,1828.31279,cents per kilowatt-hour,million kilowatt hours,2012,6
CO,Colorado,IND,industrial,7.03,1354.13698,cents per kilowatt-hour,million kilowatt hours,2012,6
CO,Colorado,RES,residential,12.01,1596.88057,cents per kilowatt-hour,million kilowatt hours,2012,6
IL,Illinois,COM,commercial,7.76,4486.97696,cents per kilowatt-hour,million kilowatt hours,2012,6
IL,Illinois,IND,industrial,5.67,3818.27334,cents per kilowatt-hour,million kilowatt hours,2012,6
IL,Illinois,RES,residential,11.24,4530.62735,cents per kilowatt-hour,million kilowatt hours,2012,6
NY,New York,COM,commercial,15.93,6546.23294,cents per kilowatt-hour,million kilowatt hours,2012,6
NY,New York,IND,industrial,7.12,1147.90666,cents per kilowatt-hour,million kilowatt hours,2012,6
NY,New York,RES,residential,18.31,4135.25376,cents per kilowatt-hour,million kilowatt hours,2012,6
TX,Texas,COM,commercial,8.15,12050.55829,cents per kilowatt-hour,million kilowatt hours,2012,6
TX,Texas,IND,industrial,5.6,8037.94625,cents per kilowatt-hour,million kilowatt hours,2012,6
TX,Texas,RES,residential,10.97,13993.38328,cents per kilowatt-hour,million kilowatt hours,2012,6
CA,California,COM,commercial,12.65,10036.52623,cents per kilowatt-hour,million kilowatt hours,2012,5
CA,California,IND,industrial,9.92,3926.72285,cents per kilowatt-hour,million kilowatt hours,2012,5
CA,California,RES,residential,15.02,6579.55241,cents per kilowatt-hour,million kilowatt hours,2012,5
CO,Colorado,COM,commercial,9.27,1636.55766,cents per kilowatt-hour,million kilowatt hours,2012,5
CO,Colorado,IND,industrial,6.92,1306.27019,cents per kilowatt-hour,million kilowatt hours,2012,5
CO,Colorado,RES,residential,11.27,1267.87863,cents per kilowatt-hour,million kilowatt hours,2012,5
IL,Illinois,COM,commercial,8.26,4056.67059,cents per kilowatt-hour,million kilowatt hours,2012,5
IL,Illinois,IND,industrial,6.0,3824.82993,cents per kilowatt-hour,million kilowatt hours,2012,5
IL,Illinois,RES,residential,12.73,3205.65642,cents per kilowatt-hour,million kilowatt hours,2012,5
NY,New York,COM,commercial,14.61,5843.52288,cents per kilowatt-hour,million kilowatt hours,2012,5
NY,New York,IND,industrial,6.71,1098.93096,cents per kilowatt-hour,million kilowatt hours,2012,5
NY,New York,RES,residential,17.33,3548.2811,cents per kilowatt-hour,million kilowatt hours,2012,5
TX,Texas,COM,commercial,8.09,11161.92457,cents per kilowatt-hour,million kilowatt hours,2012,5
TX,Texas,IND,industrial,5.37,8060.81972,cents per kilowatt-hour,million kilowatt hours,2012,5
TX,Texas,RES,residential,10.84,10826.49089,cents per kilowatt-hour,million kilowatt hours,2012,5
CA,California,COM,commercial,11.93,8991.37118,cents per kilowatt-hour,million kilowatt hours,2012,4
CA,California,IND,industrial,9.65,3665.53549,cents per kilowatt-hour,million kilowatt hours,2012,4
CA,California,RES,residential,14.66,6235.68229,cents per kilowatt-hour,million kilowatt hours,2012,4
CO,Colorado,COM,commercial,9.04,1522.33396,cents per kilowatt-hour,million kilowatt hours,2012,4
CO,Colorado,IND,industrial,6.71,1210.92291,cents per kilowatt-hour,million kilowatt hours,2012,4
CO,Colorado,RES,residential,11.04,1226.44472,cents per kilowatt-hour,million kilowatt hours,2012,4
IL,Illinois,COM,commercial,8.16,3694.69177,cents per kilowatt-hour,million kilowatt hours,2012,4
IL,Illinois,IND,industrial,5.78,3643.8404,cents per kilowatt-hour,million kilowatt hours,2012,4
IL,Illinois,RES,residential,12.45,2722.09273,cents per kilowatt-hour,million kilowatt hours,2012,4
NY,New York,COM,commercial,14.53,5738.79456,cents per kilowatt-hour,million kilowatt hours,2012,4
NY,New York,IND,industrial,6.68,1114.88889,cents per kilowatt-hour,million kilowatt hours,2012,4
NY,New York,RES,residential,16.71,3394.31305,cents per kilowatt-hour,million kilowatt hours,2012,4
TX,Texas,COM,commercial,8.18,9982.14133,cents per kilowatt-hour,million kilowatt hours,2012,4
TX,Texas,IND,industrial,5.23,7684.04677,cents per kilowatt-hour,million kilowatt hours,2012,4
TX,Texas,RES,residential,11.02,8666.9289,cents per kilowatt-hour,million kilowatt hours,2012,4
CA,California,COM,commercial,11.7,9591.1277,cents per kilowatt-hour,million kilowatt hours,2012,3
CA,California,IND,industrial,9.54,3675.20703,cents per kilowatt-hour,million kilowatt hours,2012,3
CA,California,RES,residential,14.7,6855.42007,cents per kilowatt-hour,million kilowatt hours,2012,3
CO,Colorado,COM,commercial,8.94,1551.69844,cents per kilowatt-hour,million kilowatt hours,2012,3
CO,Colorado,IND,industrial,6.69,1211.82693,cents per kilowatt-hour,million kilowatt hours,2012,3
CO,Colorado,RES,residential,10.84,1369.26562,cents per kilowatt-hour,million kilowatt hours,2012,3
IL,Illinois,COM,commercial,8.1,3985.62254,cents per kilowatt-hour,million kilowatt hours,2012,3
IL,Illinois,IND,industrial,5.8,3711.63684,cents per kilowatt-hour,million kilowatt hours,2012,3
IL,Illinois,RES,residential,11.97,3218.69527,cents per kilowatt-hour,million kilowatt hours,2012,3
NY,New York,COM,commercial,14.3,5934.97766,cents per kilowatt-hour,million kilowatt hours,2012,3
NY,New York,IND,industrial,6.84,1100.56431,cents per kilowatt-hour,million kilowatt hours,2012,3
NY,New York,RES,residential,16.64,3791.74235,cents per kilowatt-hour,million kilowatt hours,2012,3
TX,Texas,COM,commercial,8.27,9706.68656,cents per kilowatt-hour,million kilowatt hours,2012,3
TX,Texas,IND,industrial,5.41,7868.18589,cents per kilowatt-hour,million kilowatt hours,2012,3
TX,Texas,RES,residential,11.01,8584.69875,cents per kilowatt-hour,million kilowatt hours,2012,3
CA,California,COM,commercial,11.99,8841.36145,cents per kilowatt-hour,million kilowatt hours,2012,2
CA,California,IND,industrial,9.65,3431.59313,cents per kilowatt-hour,million kilowatt hours,2012,2
CA,California,RES,residential,14.56,6724.11704,cents per kilowatt-hour,million kilowatt hours,2012,2
CO,Colorado,COM,commercial,8.86,1527.46552,cents per kilowatt-hour,million kilowatt hours,2012,2
CO,Colorado,IND,industrial,6.45,1159.55646,cents per kilowatt-hour,million kilowatt hours,2012,2
CO,Colorado,RES,residential,10.76,1454.01723,cents per kilowatt-hour,million kilowatt hours,2012,2
IL,Illinois,COM,commercial,8.24,3946.78884,cents per kilowatt-hour,million kilowatt hours,2012,2
IL,Illinois,IND,industrial,5.91,3649.2517,cents per kilowatt-hour,million kilowatt hours,2012,2
IL,Illinois,RES,residential,11.45,3630.5961,cents per kilowatt-hour,million kilowatt hours,2012,2
NY,New York,COM,commercial,14.25,5987.17098,cents per kilowatt-hour,million kilowatt hours,2012,2
NY,New York,IND,industrial,6.75,1049.61165,cents per kilowatt-hour,million kilowatt hours,2012,2
NY,New York,RES,residential,16.51,4046.41341,cents per kilowatt-hour,million kilowatt hours,2012,2
TX,Texas,COM,commercial,8.51,9340.3418,cents per kilowatt-hour,million kilowatt hours,2012,2
TX,Texas,IND,industrial,5.58,7218.4825,cents per kilowatt-hour,million kilowatt hours,2012,2
TX,Texas,RES,residential,11.05,9164.53118,cents per kilowatt-hour,million kilowatt hours,2012,2
CA,California,COM,commercial,11.73,9420.15156,cents per kilowatt-hour,million kilowatt hours,2012,1
CA,California,IND,industrial,9.59,3386.17687,cents per kilowatt-hour,million kilowatt hours,2012,1
CA,California,RES,residential,15.29,8024.29224,cents per kilowatt-hour,million kilowatt hours,2012,1
CO,Colorado,COM,commercial,8.49,1595.04544,cents per kilowatt-hour,million kilowatt hours,2012,1
CO,Colorado,IND,industrial,6.44,1188.73251,cents per kilowatt-hour,million kilowatt hours,2012,1
CO,Colorado,RES,residential,10.61,1627.59397,cents per kilowatt-hour,million kilowatt hours,2012,1
IL,Illinois,COM,commercial,8.06,4307.73282,cents per kilowatt-hour,million kilowatt hours,2012,1
IL,Illinois,IND,industrial,6.05,3742.94579,cents per kilowatt-hour,million kilowatt hours,2012,1
IL,Illinois,RES,residential,11.21,4152.16537,cents per kilowatt-hour,million kilowatt hours,2012,1
NY,New York,COM,commercial,14.44,6206.22696,cents per kilowatt-hour,million kilowatt hours,2012,1
NY,New York,IND,industrial,7.07,1041.98686,cents per kilowatt-hour,million kilowatt hours,2012,1
NY,New York,RES,residential,16.79,4396.7914,cents per kilowatt-hour,million kilowatt hours,2012,1
TX,Texas,COM,commercial,8.41,9841.451,cents per kilowatt-hour,million kilowatt hours,2012,1
TX,Texas,IND,industrial,5.58,7616.83729,cents per kilowatt-hour,million kilowatt hours,2012,1
TX,Texas,RES,residential,10.77,10866.4021,cents per kilowatt-hour,million kilowatt hours,2012,1
CA,California,COM,commercial,11.16,9954.72719,cents per kilowatt-hour,million kilowatt hours,2011,12
CA,California,IND,industrial,8.94,4041.35424,cents per kilowatt-hour,million kilowatt hours,2011,12
CA,California,RES,residential,14.78,7744.68379,cents per kilowatt-hour,million kilowatt hours,2011,12
CO,Colorado,COM,commercial,9.01,1636.67164,cents per kilowatt-hour,million kilowatt hours,2011,12
CO,Colorado,IND,industrial,6.69,1240.25449,cents per kilowatt-hour,million kilowatt hours,2011,12
CO,Colorado,RES,residential,10.78,1645.9158,cents per kilowatt-hour,million kilowatt hours,2011,12
IL,Illinois,COM,commercial,8.13,4103.33416,cents per kilowatt-hour,million kilowatt hours,2011,12
IL,Illinois,IND,industrial,6.22,3711.46065,cents per kilowatt-hour,million kilowatt hours,2011,12
IL,Illinois,RES,residential,11.14,3863.67144,cents per kilowatt-hour,million kilowatt hours,2011,12
NY,New York,COM,commercial,14.43,6083.36512,cents per kilowatt-hour,million kilowatt hours,2011,12
NY,New York,IND,industrial,7.24,1077.22758,cents per kilowatt-hour,million kilowatt hours,2011,12
NY,New York,RES,residential,17.26,4053.91841,cents per kilowatt-hour,million kilowatt hours,2011,12
TX,Texas,COM,commercial,8.49,9506.50287,cents per kilowatt-hour,million kilowatt hours,2011,12
TX,Texas,IND,industrial,5.82,7965.84069,cents per kilowatt-hour,million kilowatt hours,2011,12
TX,Texas,RES,residential,10.89,10249.01821,cents per kilowatt-hour,million kilowatt hours,2011,12
CA,California,COM,commercial,12.13,9840.7502,cents per kilowatt-hour,million kilowatt hours,2011,11
CA,California,IND,industrial,9.83,4074.52171,cents per kilowatt-hour,million kilowatt hours,2011,11
CA,California,RES,residential,14.87,6455.0218,cents per kilowatt-hour,million kilowatt hours,2011,11
CO,Colorado,COM,commercial,9.45,1583.81833,cents per kilowatt-hour,million kilowatt hours,2011,11
CO,Colorado,IND,industrial,7.31,1218.84798,cents per kilowatt-hour,million kilowatt hours,2011,11
CO,Colorado,RES,residential,11.01,1377.64363,cents per kilowatt-hour,million kilowatt hours,2011,11
IL,Illinois,COM,commercial,8.67,3854.64793,cents per kilowatt-hour,million kilowatt hours,2011,11
IL,Illinois,IND,industrial,6.45,3657.62703,cents per kilowatt-hour,million kilowatt hours,2011,11
IL,Illinois,RES,residential,12.38,3154.58265,cents per kilowatt-hour,million kilowatt hours,2011,11
NY,New York,COM,commercial,14.61,5786.54778,cents per kilowatt-hour,million kilowatt hours,2011,11
NY,New York,IND,industrial,6.94,1089.24214,cents per kilowatt-hour,million kilowatt hours,2011,11
NY,New York,RES,residential,17.93,3620.78169,cents per kilowatt-hour,million kilowatt hours,2011,11
TX,Texas,COM,commercial,8.62,9231.4882,cents per kilowatt-hour,million kilowatt hours,2011,11
TX,Texas,IND,industrial,5.94,8164.93201,cents per kilowatt-hour,million kilowatt hours,2011,11
TX,Texas,RES,residential,11.19,8100.96037,cents per kilowatt-hour,million kilowatt hours,2011,11
CA,California,COM,commercial,13.63,10547.79718,cents per kilowatt-hour,million kilowatt hours,2011,10
CA,California,IND,industrial,10.9,4365.85375,cents per kilowatt-hour,million kilowatt hours,2011,10
CA,California,RES,residential,14.16,7088.16811,cents per kilowatt-hour,million kilowatt hours,2011,10
CO,Colorado,COM,commercial,9.51,1630.1297,cents per kilowatt-hour,million kilowatt hours,2011,10
CO,Colorado,IND,industrial,7.13,1265.29477,cents per kilowatt-hour,million kilowatt hours,2011,10
CO,Colorado,RES,residential,11.04,1337.5157,cents per kilowatt-hour,million kilowatt hours,2011,10
IL,Illinois,COM,commercial,8.54,4018.62349,cents per kilowatt-hour,million kilowatt hours,2011,10
IL,Illinois,IND,industrial,6.07,3718.03769,cents per kilowatt-hour,million kilowatt hours,2011,10
IL,Illinois,RES,residential,12.85,2931.3978,cents per kilowatt-hour,million kilowatt hours,2011,10
NY,New York,COM,commercial,15.71,6192.30036,cents per kilowatt-hour,million kilowatt hours,2011,10
NY,New York,IND,industrial,7.4,1175.02245,cents per kilowatt-hour,million kilowatt hours,2011,10
NY,New York,RES,residential,18.78,3743.97916,cents per kilowatt-hour,million kilowatt hours,2011,10
TX,Texas,COM,commercial,8.6,10812.29126,cents per kilowatt-hour,million kilowatt hours,2011,10
TX,Texas,IND,industrial,5.96,8645.05717,cents per kilowatt-hour,million kilowatt hours,2011,10
TX,Texas,RES,residential,11.23,10291.5595,cents per kilowatt-hour,million kilowatt hours,2011,10
CA,California,COM,commercial,14.52,11684.22283,cents per kilowatt-hour,million kilowatt hours,2011,9
CA,California,IND,industrial,11.02,4565.91649,cents per kilowatt-hour,million kilowatt hours,2011,9
CA,California,RES,residential,14.8,8822.65174,cents per kilowatt-hour,million kilowatt hours,2011,9
CO,Colorado,COM,commercial,9.97,1734.8181,cents per kilowatt-hour,million kilowatt hours,2011,9
CO,Colorado,IND,industrial,7.6,1347.46926,cents per kilowatt-hour,million kilowatt hours,2011,9
CO,Colorado,RES,residential,11.98,1570.21987,cents per kilowatt-hour,million kilowatt hours,2011,9
IL,Illinois,COM,commercial,8.53,4248.52333,cents per kilowatt-hour,million kilowatt hours,2011,9
IL,Illinois,IND,industrial,6.23,3787.65968,cents per kilowatt-hour,million kilowatt hours,2011,9
IL,Illinois,RES,residential,12.76,3690.00024,cents per kilowatt-hour,million kilowatt hours,2011,9
NY,New York,COM,commercial,16.73,6876.6443,cents per kilowatt-hour,million kilowatt hours,2011,9
NY,New York,IND,industrial,7.37,1098.94022,cents per kilowatt-hour,million kilowatt hours,2011,9
NY,New York,RES,residential,18.84,4600.36815,cents per kilowatt-hour,million kilowatt hours,2011,9
TX,Texas,COM,commercial,9.03,12619.25474,cents per kilowatt-hour,million kilowatt hours,2011,9
TX,Texas,IND,industrial,6.69,8870.96008,cents per kilowatt-hour,million kilowatt hours,2011,9
TX,Texas,RES,residential,11.16,15104.07099,cents per kilowatt-hour,million kilowatt hours,2011,9
CA,California,COM,commercial,14.73,12177.68794,cents per kilowatt-hour,million kilowatt hours,2011,8
CA,California,IND,industrial,11.28,4738.05168,cents per kilowatt-hour,million kilowatt hours,2011,8
CA,California,RES,residential,15.15,9083.99875,cents per kilowatt-hour,million kilowatt hours,2011,8
CO,Colorado,COM,commercial,10.25,1905.99148,cents per kilowatt-hour,million kilowatt hours,2011,8
CO,Colorado,IND,industrial,7.4,1469.6842,cents per kilowatt-hour,million kilowatt hours,2011,8
CO,Colorado,RES,residential,12.16,1910.09443,cents per kilowatt-hour,million kilowatt hours,2011,8
IL,Illinois,COM,commercial,9.16,4830.34724,cents per kilowatt-hour,million kilowatt hours,2011,8
IL,Illinois,IND,industrial,6.85,4131.58408,cents per kilowatt-hour,million kilowatt hours,2011,8
IL,Illinois,RES,residential,11.55,5168.26973,cents per kilowatt-hour,million kilowatt hours,2011,8
NY,New York,COM,commercial,17.05,7322.46612,cents per kilowatt-hour,million kilowatt hours,2011,8
NY,New York,IND,industrial,8.36,1195.39967,cents per kilowatt-hour,million kilowatt hours,2011,8
NY,New York,RES,residential,19.25,5406.84549,cents per kilowatt-hour,million kilowatt hours,2011,8
TX,Texas,COM,commercial,9.14,13643.81284,cents per kilowatt-hour,million kilowatt hours,2011,8
TX,Texas,IND,industrial,7.27,9396.64667,cents per kilowatt-hour,million kilowatt hours,2011,8
TX,Texas,RES,residential,11.15,18620.65655,cents per kilowatt-hour,million kilowatt hours,2011,8
CA,California,COM,commercial,15.19,10804.38473,cents per kilowatt-hour,million kilowatt hours,2011,7
CA,California,IND,industrial,11.35,4287.17112,cents per kilowatt-hour,million kilowatt hours,2011,7
CA,California,RES,residential,15.7,8191.63935,cents per kilowatt-hour,million kilowatt hours,2011,7
CO,Colorado,COM,commercial,10.03,1898.22769,cents per kilowatt-hour,million kilowatt hours,2011,7
CO,Colorado,IND,industrial,7.8,1407.34177,cents per kilowatt-hour,million kilowatt hours,2011,7
CO,Colorado,RES,residential,12.16,1872.74812,cents per kilowatt-hour,million kilowatt hours,2011,7
IL,Illinois,COM,commercial,8.8,4889.51372,cents per kilowatt-hour,million kilowatt hours,2011,7
IL,Illinois,IND,industrial,6.5,3912.96149,cents per kilowatt-hour,million kilowatt hours,2011,7
IL,Illinois,RES,residential,11.91,5911.0063,cents per kilowatt-hour,million kilowatt hours,2011,7
NY,New York,COM,commercial,17.26,7388.96882,cents per kilowatt-hour,million kilowatt hours,2011,7
NY,New York,IND,industrial,8.09,1175.71155,cents per kilowatt-hour,million kilowatt hours,2011,7
NY,New York,RES,residential,19.22,5386.77154,cents per kilowatt-hour,million kilowatt hours,2011,7
TX,Texas,COM,commercial,8.84,12431.79896,cents per kilowatt-hour,million kilowatt hours,2011,7
TX,Texas,IND,industrial,6.47,8816.93127,cents per kilowatt-hour,million kilowatt hours,2011,7
TX,Texas,RES,residential,11.16,17285.91771,cents per kilowatt-hour,million kilowatt hours,2011,7
CA,California,COM,commercial,14.73,10584.21671,cents per kilowatt-hour,million kilowatt hours,2011,6
CA,California,IND,industrial,10.85,4332.08717,cents per kilowatt-hour,million kilowatt hours,2011,6
CA,California,RES,residential,14.81,6803.68542,cents per kilowatt-hour,million kilowatt hours,2011,6
CO,Colorado,COM,commercial,10.15,1663.58913,cents per kilowatt-hour,million kilowatt hours,2011,6
CO,Colorado,IND,industrial,7.27,1300.91002,cents per kilowatt-hour,million kilowatt hours,2011,6
CO,Colorado,RES,residential,11.95,1454.29244,cents per kilowatt-hour,million kilowatt hours,2011,6
IL,Illinois,COM,commercial,9.0,4307.39877,cents per kilowatt-hour,million kilowatt hours,2011,6
IL,Illinois,IND,industrial,6.68,3750.03677,cents per kilowatt-hour,million kilowatt hours,2011,6
IL,Illinois,RES,residential,12.06,4055.73492,cents per kilowatt-hour,million kilowatt hours,2011,6
NY,New York,COM,commercial,17.01,6591.36646,cents per kilowatt-hour,million kilowatt hours,2011,6
NY,New York,IND,industrial,7.87,1153.64767,cents per kilowatt-hour,million kilowatt hours,2011,6
NY,New York,RES,residential,19.07,4137.92826,cents per kilowatt-hour,million kilowatt hours,2011,6
TX,Texas,COM,commercial,8.95,11965.15064,cents per kilowatt-hour,million kilowatt hours,2011,6
TX,Texas,IND,industrial,6.44,8939.92055,cents per kilowatt-hour,million kilowatt hours,2011,6
TX,Texas,RES,residential,11.25,14819.56319,cents per kilowatt-hour,million kilowatt hours,2011,6
CA,California,COM,commercial,12.64,9906.69623,cents per kilowatt-hour,million kilowatt hours,2011,5
CA,California,IND,industrial,9.7,4056.19417,cents per kilowatt-hour,million kilowatt hours,2011,5
CA,California,RES,residential,14.62,6159.20064,cents per kilowatt-hour,million kilowatt hours,2011,5
CO,Colorado,COM,commercial,9.32,1576.9763,cents per kilowatt-hour,million kilowatt hours,2011,5
CO,Colorado,IND,industrial,6.94,1252.29189,cents per kilowatt-hour,million kilowatt hours,2011,5
CO,Colorado,RES,residential,11.15,1246.9824,cents per kilowatt-hour,million kilowatt hours,2011,5
IL,Illinois,COM,commercial,8.84,3935.9777,cents per kilowatt-hour,million kilowatt hours,2011,5
IL,Illinois,IND,industrial,6.35,3577.85036,cents per kilowatt-hour,million kilowatt hours,2011,5
IL,Illinois,RES,residential,12.37,3107.95703,cents per kilowatt-hour,million kilowatt hours,2011,5
NY,New York,COM,commercial,15.58,5821.56443,cents per kilowatt-hour,million kilowatt hours,2011,5
NY,New York,IND,industrial,7.65,1082.88023,cents per kilowatt-hour,million kilowatt hours,2011,5
NY,New York,RES,residential,18.3,3557.05379,cents per kilowatt-hour,million kilowatt hours,2011,5
TX,Texas,COM,commercial,8.8,10293.11519,cents per kilowatt-hour,million kilowatt hours,2011,5
TX,Texas,IND,industrial,6.0,8654.48682,cents per kilowatt-hour,million kilowatt hours,2011,5
TX,Texas,RES,residential,11.27,10221.16945,cents per kilowatt-hour,million kilowatt hours,2011,5
CA,California,COM,commercial,11.93,9093.10159,cents per kilowatt-hour,million kilowatt hours,2011,4
CA,California,IND,industrial,9.33,3992.00766,cents per kilowatt-hour,million kilowatt hours,2011,4
CA,California,RES,residential,14.12,6259.35391,cents per kilowatt-hour,million kilowatt hours,2011,4
CO,Colorado,COM,commercial,9.29,1542.21048,cents per kilowatt-hour,million kilowatt hours,2011,4
CO,Colorado,IND,industrial,6.96,1186.1159,cents per kilowatt-hour,million kilowatt hours,2011,4
CO,Colorado,RES,residential,11.1,1272.07009,cents per kilowatt-hour,million kilowatt hours,2011,4
IL,Illinois,COM,commercial,8.65,3779.85094,cents per kilowatt-hour,million kilowatt hours,2011,4
IL,Illinois,IND,industrial,6.33,3574.31307,cents per kilowatt-hour,million kilowatt hours,2011,4
IL,Illinois,RES,residential,11.88,3012.84189,cents per kilowatt-hour,million kilowatt hours,2011,4
NY,New York,COM,commercial,15.09,5709.89442,cents per kilowatt-hour,million kilowatt hours,2011,4
NY,New York,IND,industrial,7.55,1131.76561,cents per kilowatt-hour,million kilowatt hours,2011,4
NY,New York,RES,residential,17.63,3675.74012,cents per kilowatt-hour,million kilowatt hours,2011,4
TX,Texas,COM,commercial,8.68,9707.56697,cents per kilowatt-hour,million kilowatt hours,2011,4
TX,Texas,IND,industrial,5.87,8579.33162,cents per kilowatt-hour,million kilowatt hours,2011,4
